reaction_id,story_id,story_text,emoji,created_at,published_at,is_published,topic,days_since_published
9730,2165.0,,❤️,2019-12-30 19:32:18+00:00,2019-12-29 00:00:00+00:00,True,puberty,1.0
9729,2165.0,10786.0,😭,2019-12-30 17:25:38+00:00,2019-12-29 00:00:00+00:00,True,puberty,1.0
9728,1848.0,,❤️,2019-12-30 06:26:23+00:00,2019-12-23 00:00:00+00:00,True,relationships,7.0
9727,390.0,2009.0,❤️,2019-12-29 20:38:12+00:00,2019-01-01 00:00:00+00:00,True,relationships,362.0
9726,2165.0,,👀,2019-12-29 20:33:34+00:00,2019-12-29 00:00:00+00:00,True,puberty,0.0
9725,2165.0,,✌,2019-12-29 06:14:10+00:00,2019-12-29 00:00:00+00:00,True,puberty,0.0
9724,396.0,2035.0,✌,2019-12-29 00:19:06+00:00,2019-03-13 00:00:00+00:00,True,relationships,291.0
9723,396.0,2036.0,✌,2019-12-29 00:19:03+00:00,2019-03-13 00:00:00+00:00,True,relationships,291.0
9722,1592.0,7728.0,✌,2019-12-29 00:18:31+00:00,2019-06-30 00:00:00+00:00,True,puberty,182.0
9721,418.0,,✌,2019-12-29 00:18:17+00:00,2019-01-28 00:00:00+00:00,True,relationships,335.0
9720,1449.0,7104.0,👀,2019-12-28 23:53:14+00:00,2019-12-14 00:00:00+00:00,True,bullying,14.0
9719,1848.0,9205.0,👀,2019-12-28 13:07:24+00:00,2019-12-23 00:00:00+00:00,True,relationships,5.0
9718,1848.0,9205.0,👀,2019-12-28 13:07:20+00:00,2019-12-23 00:00:00+00:00,True,relationships,5.0
9717,2088.0,,❤️,2019-12-28 03:52:40+00:00,2019-11-06 00:00:00+00:00,True,bullying,52.0
9716,1816.0,,❤️,2019-12-28 03:46:49+00:00,2019-12-08 00:00:00+00:00,True,puberty,20.0
9715,2191.0,,✌,2019-12-28 03:46:34+00:00,2019-12-09 00:00:00+00:00,True,bullying,19.0
9714,2191.0,,❤️,2019-12-28 03:46:34+00:00,2019-12-09 00:00:00+00:00,True,bullying,19.0
9713,1449.0,,✌,2019-12-28 03:45:37+00:00,2019-12-14 00:00:00+00:00,True,bullying,14.0
9712,1449.0,,❤️,2019-12-28 03:45:33+00:00,2019-12-14 00:00:00+00:00,True,bullying,14.0
9711,1449.0,,👀,2019-12-28 03:45:29+00:00,2019-12-14 00:00:00+00:00,True,bullying,14.0
9710,640.0,3068.0,❤️,2019-12-28 00:34:00+00:00,2019-10-15 00:00:00+00:00,True,relationships,74.0
9709,1913.0,9420.0,❤️,2019-12-26 05:36:13+00:00,2019-12-15 00:00:00+00:00,True,puberty,11.0
9708,1848.0,9205.0,👀,2019-12-26 00:41:48+00:00,2019-12-23 00:00:00+00:00,True,relationships,3.0
9707,1976.0,9804.0,❤️,2019-12-23 22:17:42+00:00,2019-10-26 00:00:00+00:00,True,puberty,58.0
9706,2169.0,,👀,2019-12-23 18:17:45+00:00,2019-12-16 00:00:00+00:00,True,puberty,7.0
9705,1848.0,,👀,2019-12-23 18:13:07+00:00,2019-12-23 00:00:00+00:00,True,relationships,0.0
9704,624.0,2931.0,❤️,2019-12-23 06:01:36+00:00,2019-10-17 00:00:00+00:00,True,relationships,67.0
9703,624.0,2935.0,👀,2019-12-23 06:01:00+00:00,2019-10-17 00:00:00+00:00,True,relationships,67.0
9702,2153.0,10708.0,😅,2019-12-23 00:14:01+00:00,2019-11-17 00:00:00+00:00,True,bullying,36.0
9701,2153.0,,✌,2019-12-23 00:13:57+00:00,2019-11-17 00:00:00+00:00,True,bullying,36.0
9700,624.0,,❤️,2019-12-22 21:54:14+00:00,2019-10-17 00:00:00+00:00,True,relationships,66.0
9699,129.0,666.0,👀,2019-12-22 16:39:46+00:00,2017-11-03 00:00:00+00:00,True,puberty,779.0
9698,340.0,1767.0,❤️,2019-12-22 16:38:24+00:00,2019-09-24 00:00:00+00:00,True,relationships,89.0
9697,624.0,2935.0,❤️,2019-12-20 17:37:28+00:00,2019-10-17 00:00:00+00:00,True,relationships,64.0
9696,2153.0,,❤️,2019-12-20 17:30:53+00:00,2019-11-17 00:00:00+00:00,True,bullying,33.0
9695,1443.0,,👀,2019-12-20 17:30:46+00:00,2019-12-07 00:00:00+00:00,True,relationships,13.0
9694,1816.0,,❤️,2019-12-20 17:30:28+00:00,2019-12-08 00:00:00+00:00,True,puberty,12.0
9693,624.0,2931.0,😅,2019-12-20 17:29:17+00:00,2019-10-17 00:00:00+00:00,True,relationships,64.0
9692,624.0,2930.0,👀,2019-12-20 17:29:07+00:00,2019-10-17 00:00:00+00:00,True,relationships,64.0
9691,2149.0,,👀,2019-12-20 17:28:50+00:00,2019-12-20 00:00:00+00:00,True,puberty,0.0
9690,2169.0,10810.0,✌,2019-12-19 21:44:26+00:00,2019-12-16 00:00:00+00:00,True,puberty,3.0
9689,2184.0,,👀,2019-12-19 21:43:31+00:00,2019-12-18 00:00:00+00:00,True,puberty,1.0
9688,1712.0,,✌,2019-12-19 21:40:02+00:00,2019-07-31 00:00:00+00:00,True,puberty,141.0
9687,1976.0,9806.0,❤️,2019-12-19 03:33:49+00:00,2019-10-26 00:00:00+00:00,True,puberty,54.0
9686,627.0,,❤️,2019-12-19 01:16:29+00:00,2019-10-16 00:00:00+00:00,True,puberty,64.0
9685,2191.0,,❤️,2019-12-19 01:15:21+00:00,2019-12-09 00:00:00+00:00,True,bullying,10.0
9684,2184.0,,👀,2019-12-19 01:14:25+00:00,2019-12-18 00:00:00+00:00,True,puberty,1.0
9683,617.0,2896.0,😭,2019-12-18 19:50:38+00:00,2019-10-19 00:00:00+00:00,True,puberty,60.0
9682,1913.0,9423.0,✌,2019-12-18 03:38:23+00:00,2019-12-15 00:00:00+00:00,True,puberty,3.0
9681,1913.0,9424.0,✌,2019-12-18 03:38:21+00:00,2019-12-15 00:00:00+00:00,True,puberty,3.0
9680,1913.0,9420.0,✌,2019-12-18 03:38:15+00:00,2019-12-15 00:00:00+00:00,True,puberty,3.0
9679,2153.0,10707.0,✌,2019-12-18 03:38:05+00:00,2019-11-17 00:00:00+00:00,True,bullying,31.0
9678,2184.0,10902.0,✌,2019-12-18 03:37:50+00:00,2019-12-18 00:00:00+00:00,True,puberty,0.0
9677,1443.0,7069.0,✌,2019-12-17 02:06:21+00:00,2019-12-07 00:00:00+00:00,True,relationships,10.0
9676,1443.0,7068.0,😅,2019-12-17 02:06:20+00:00,2019-12-07 00:00:00+00:00,True,relationships,10.0
9675,1443.0,7067.0,😅,2019-12-17 02:06:16+00:00,2019-12-07 00:00:00+00:00,True,relationships,10.0
9674,1443.0,7066.0,❤️,2019-12-17 02:06:15+00:00,2019-12-07 00:00:00+00:00,True,relationships,10.0
9673,1443.0,7065.0,👀,2019-12-17 02:06:12+00:00,2019-12-07 00:00:00+00:00,True,relationships,10.0
9672,1443.0,7064.0,❤️,2019-12-17 02:06:10+00:00,2019-12-07 00:00:00+00:00,True,relationships,10.0
9671,2169.0,10808.0,✌,2019-12-17 02:05:40+00:00,2019-12-16 00:00:00+00:00,True,puberty,1.0
9670,1219.0,,✌,2019-12-16 23:55:48+00:00,2019-03-29 00:00:00+00:00,True,relationships,262.0
9669,1517.0,,😅,2019-12-16 23:55:05+00:00,2019-06-21 00:00:00+00:00,True,relationships,178.0
9668,424.0,,😅,2019-12-16 23:53:25+00:00,2019-01-18 00:00:00+00:00,True,puberty,332.0
9667,70.0,348.0,😭,2019-12-16 23:52:30+00:00,2017-10-04 00:00:00+00:00,True,relationships,803.0
9666,273.0,1418.0,❤️,2019-12-16 03:39:17+00:00,2018-12-06 00:00:00+00:00,True,relationships,375.0
9665,1913.0,9424.0,❤️,2019-12-15 15:19:23+00:00,2019-12-15 00:00:00+00:00,True,puberty,0.0
9664,1449.0,,👀,2019-12-15 12:55:23+00:00,2019-12-14 00:00:00+00:00,True,bullying,1.0
9663,1449.0,7104.0,👀,2019-12-14 20:26:12+00:00,2019-12-14 00:00:00+00:00,True,bullying,0.0
9662,1284.0,6189.0,❤️,2019-12-14 18:54:45+00:00,2019-05-24 00:00:00+00:00,True,puberty,204.0
9661,86.0,,👀,2019-12-13 10:17:54+00:00,2017-10-09 00:00:00+00:00,True,relationships,795.0
9660,2141.0,,❤️,2019-12-13 10:16:07+00:00,2019-12-13 00:00:00+00:00,True,bullying,0.0
9659,2141.0,,✌,2019-12-13 01:32:41+00:00,2019-12-13 00:00:00+00:00,True,bullying,0.0
9658,2141.0,,❤️,2019-12-13 01:32:40+00:00,2019-12-13 00:00:00+00:00,True,bullying,0.0
9657,2191.0,10947.0,😅,2019-12-12 01:59:47+00:00,2019-12-09 00:00:00+00:00,True,bullying,3.0
9656,2191.0,10948.0,❤️,2019-12-11 22:11:29+00:00,2019-12-09 00:00:00+00:00,True,bullying,2.0
9655,1816.0,9025.0,❤️,2019-12-11 01:53:07+00:00,2019-12-08 00:00:00+00:00,True,puberty,3.0
9654,1816.0,9029.0,❤️,2019-12-11 01:53:04+00:00,2019-12-08 00:00:00+00:00,True,puberty,3.0
9653,1537.0,7579.0,❤️,2019-12-11 01:08:36+00:00,2019-06-25 00:00:00+00:00,True,relationships,169.0
9652,1972.0,,❤️,2019-12-10 22:50:13+00:00,2019-10-26 00:00:00+00:00,True,relationships,45.0
9651,627.0,,😭,2019-12-10 22:48:26+00:00,2019-10-16 00:00:00+00:00,True,puberty,55.0
9650,2191.0,,😅,2019-12-10 22:48:12+00:00,2019-12-09 00:00:00+00:00,True,bullying,1.0
9649,1816.0,9029.0,❤️,2019-12-10 22:47:29+00:00,2019-12-08 00:00:00+00:00,True,puberty,2.0
9648,1750.0,,❤️,2019-12-10 19:42:07+00:00,2019-10-09 00:00:00+00:00,True,puberty,62.0
9647,2192.0,10954.0,❤️,2019-12-10 18:33:14+00:00,2019-12-05 00:00:00+00:00,True,bullying,5.0
9646,1976.0,9806.0,😅,2019-12-10 18:33:02+00:00,2019-10-26 00:00:00+00:00,True,puberty,45.0
9645,1976.0,9806.0,😭,2019-12-10 18:32:59+00:00,2019-10-26 00:00:00+00:00,True,puberty,45.0
9644,1976.0,9806.0,😭,2019-12-10 18:32:58+00:00,2019-10-26 00:00:00+00:00,True,puberty,45.0
9643,2192.0,10956.0,❤️,2019-12-10 18:32:56+00:00,2019-12-05 00:00:00+00:00,True,bullying,5.0
9642,2126.0,10541.0,❤️,2019-12-10 18:29:30+00:00,2019-11-05 00:00:00+00:00,True,relationships,35.0
9641,1816.0,9028.0,❤️,2019-12-10 15:55:46+00:00,2019-12-08 00:00:00+00:00,True,puberty,2.0
9640,2191.0,10946.0,❤️,2019-12-10 15:55:19+00:00,2019-12-09 00:00:00+00:00,True,bullying,1.0
9639,2191.0,,✌,2019-12-10 15:55:13+00:00,2019-12-09 00:00:00+00:00,True,bullying,1.0
9638,989.0,4772.0,👀,2019-12-10 04:40:26+00:00,2019-01-22 00:00:00+00:00,True,puberty,322.0
9637,2153.0,,👀,2019-12-10 03:59:00+00:00,2019-11-17 00:00:00+00:00,True,bullying,23.0
9636,2153.0,,❤️,2019-12-10 03:58:58+00:00,2019-11-17 00:00:00+00:00,True,bullying,23.0
9635,2191.0,,❤️,2019-12-10 03:57:32+00:00,2019-12-09 00:00:00+00:00,True,bullying,1.0
9634,2191.0,,✌,2019-12-10 03:57:30+00:00,2019-12-09 00:00:00+00:00,True,bullying,1.0
9633,501.0,,❤️,2019-12-09 09:21:28+00:00,2018-10-03 00:00:00+00:00,True,puberty,432.0
9632,1443.0,,❤️,2019-12-08 22:35:54+00:00,2019-12-07 00:00:00+00:00,True,relationships,1.0
9631,1816.0,,❤️,2019-12-08 21:35:47+00:00,2019-12-08 00:00:00+00:00,True,puberty,0.0
9630,1443.0,,👀,2019-12-08 21:35:33+00:00,2019-12-07 00:00:00+00:00,True,relationships,1.0
9629,1816.0,,✌,2019-12-08 19:07:03+00:00,2019-12-08 00:00:00+00:00,True,puberty,0.0
9628,1816.0,9028.0,❤️,2019-12-08 19:06:39+00:00,2019-12-08 00:00:00+00:00,True,puberty,0.0
9627,1816.0,9027.0,😅,2019-12-08 19:06:10+00:00,2019-12-08 00:00:00+00:00,True,puberty,0.0
9626,1443.0,,❤️,2019-12-07 22:13:15+00:00,2019-12-07 00:00:00+00:00,True,relationships,0.0
9625,1443.0,7065.0,✌,2019-12-07 22:12:47+00:00,2019-12-07 00:00:00+00:00,True,relationships,0.0
9624,2154.0,,❤️,2019-12-06 18:40:40+00:00,2019-11-15 00:00:00+00:00,True,relationships,21.0
9623,2192.0,,❤️,2019-12-06 18:39:31+00:00,2019-12-05 00:00:00+00:00,True,bullying,1.0
9622,1976.0,,❤️,2019-12-06 02:26:14+00:00,2019-10-26 00:00:00+00:00,True,puberty,41.0
9621,304.0,,👀,2019-12-06 00:18:53+00:00,2018-12-19 00:00:00+00:00,True,relationships,352.0
9620,68.0,,👀,2019-12-06 00:18:04+00:00,2017-10-03 00:00:00+00:00,True,relationships,794.0
9619,2154.0,10711.0,👀,2019-12-05 21:52:50+00:00,2019-11-15 00:00:00+00:00,True,relationships,20.0
9618,2154.0,10712.0,👀,2019-12-05 21:52:48+00:00,2019-11-15 00:00:00+00:00,True,relationships,20.0
9617,2154.0,10714.0,👀,2019-12-05 21:52:45+00:00,2019-11-15 00:00:00+00:00,True,relationships,20.0
9616,2154.0,10714.0,👀,2019-12-05 21:52:40+00:00,2019-11-15 00:00:00+00:00,True,relationships,20.0
9615,1976.0,,❤️,2019-12-05 20:58:18+00:00,2019-10-26 00:00:00+00:00,True,puberty,40.0
9614,2154.0,,❤️,2019-12-05 20:43:16+00:00,2019-11-15 00:00:00+00:00,True,relationships,20.0
9613,2088.0,10312.0,😭,2019-12-05 16:24:43+00:00,2019-11-06 00:00:00+00:00,True,bullying,29.0
9612,2088.0,10308.0,👀,2019-12-05 16:23:18+00:00,2019-11-06 00:00:00+00:00,True,bullying,29.0
9611,2154.0,,❤️,2019-12-04 23:00:55+00:00,2019-11-15 00:00:00+00:00,True,relationships,19.0
9610,2154.0,10714.0,❤️,2019-12-04 23:00:51+00:00,2019-11-15 00:00:00+00:00,True,relationships,19.0
9609,2154.0,10713.0,❤️,2019-12-04 23:00:49+00:00,2019-11-15 00:00:00+00:00,True,relationships,19.0
9608,2154.0,10712.0,❤️,2019-12-04 23:00:42+00:00,2019-11-15 00:00:00+00:00,True,relationships,19.0
9607,2154.0,10710.0,❤️,2019-12-04 23:00:34+00:00,2019-11-15 00:00:00+00:00,True,relationships,19.0
9606,2154.0,10709.0,👀,2019-12-04 23:00:30+00:00,2019-11-15 00:00:00+00:00,True,relationships,19.0
9605,677.0,3271.0,😅,2019-12-04 02:05:27+00:00,2019-10-13 00:00:00+00:00,True,puberty,52.0
9604,677.0,3272.0,❤️,2019-12-04 02:05:22+00:00,2019-10-13 00:00:00+00:00,True,puberty,52.0
9603,677.0,3273.0,✌,2019-12-04 02:05:15+00:00,2019-10-13 00:00:00+00:00,True,puberty,52.0
9602,677.0,,✌,2019-12-04 02:05:12+00:00,2019-10-13 00:00:00+00:00,True,puberty,52.0
9601,677.0,,😅,2019-12-04 02:05:10+00:00,2019-10-13 00:00:00+00:00,True,puberty,52.0
9600,2153.0,10704.0,❤️,2019-12-04 01:03:13+00:00,2019-11-17 00:00:00+00:00,True,bullying,17.0
9599,2126.0,10540.0,😭,2019-12-02 03:35:22+00:00,2019-11-05 00:00:00+00:00,True,relationships,27.0
9598,2126.0,10539.0,😅,2019-12-02 03:35:14+00:00,2019-11-05 00:00:00+00:00,True,relationships,27.0
9597,2126.0,10537.0,❤️,2019-12-02 03:34:51+00:00,2019-11-05 00:00:00+00:00,True,relationships,27.0
9596,644.0,3095.0,👀,2019-12-02 03:16:28+00:00,2019-10-14 00:00:00+00:00,True,relationships,49.0
9595,496.0,,👀,2019-12-02 03:16:15+00:00,2019-08-09 00:00:00+00:00,True,bullying,115.0
9594,496.0,2413.0,❤️,2019-12-02 03:16:03+00:00,2019-08-09 00:00:00+00:00,True,bullying,115.0
9593,496.0,2412.0,✌,2019-12-02 03:15:56+00:00,2019-08-09 00:00:00+00:00,True,bullying,115.0
9592,2153.0,10703.0,❤️,2019-12-02 00:24:18+00:00,2019-11-17 00:00:00+00:00,True,bullying,15.0
9591,677.0,,✌,2019-12-01 05:20:51+00:00,2019-10-13 00:00:00+00:00,True,puberty,49.0
9590,1970.0,9769.0,✌,2019-11-30 05:00:16+00:00,2019-10-26 00:00:00+00:00,True,bullying,35.0
9589,2154.0,10712.0,👀,2019-11-30 04:59:48+00:00,2019-11-15 00:00:00+00:00,True,relationships,15.0
9588,2154.0,10711.0,❤️,2019-11-30 04:59:43+00:00,2019-11-15 00:00:00+00:00,True,relationships,15.0
9587,2154.0,10713.0,❤️,2019-11-30 04:59:33+00:00,2019-11-15 00:00:00+00:00,True,relationships,15.0
9586,2154.0,,❤️,2019-11-30 04:59:30+00:00,2019-11-15 00:00:00+00:00,True,relationships,15.0
9585,627.0,,✌,2019-11-30 04:59:05+00:00,2019-10-16 00:00:00+00:00,True,puberty,45.0
9584,2153.0,,✌,2019-11-30 04:58:28+00:00,2019-11-17 00:00:00+00:00,True,bullying,13.0
9583,2088.0,,❤️,2019-11-30 03:53:34+00:00,2019-11-06 00:00:00+00:00,True,bullying,24.0
9582,203.0,1038.0,✌,2019-11-28 21:40:42+00:00,2018-07-23 00:00:00+00:00,True,puberty,493.0
9581,2154.0,10711.0,👀,2019-11-28 21:27:32+00:00,2019-11-15 00:00:00+00:00,True,relationships,13.0
9580,2154.0,10710.0,👀,2019-11-28 21:27:23+00:00,2019-11-15 00:00:00+00:00,True,relationships,13.0
9579,2154.0,10709.0,👀,2019-11-28 21:27:05+00:00,2019-11-15 00:00:00+00:00,True,relationships,13.0
9578,336.0,,😅,2019-11-28 05:37:01+00:00,2019-09-25 00:00:00+00:00,True,puberty,64.0
9577,317.0,,✌,2019-11-27 06:33:05+00:00,2018-12-03 00:00:00+00:00,True,relationships,359.0
9576,984.0,4748.0,👀,2019-11-27 00:59:54+00:00,2019-01-30 00:00:00+00:00,True,bullying,301.0
9575,54.0,268.0,✌,2019-11-27 00:56:50+00:00,2017-09-29 00:00:00+00:00,True,relationships,789.0
9574,165.0,852.0,✌,2019-11-27 00:56:13+00:00,2019-08-05 00:00:00+00:00,True,puberty,114.0
9573,165.0,849.0,😭,2019-11-27 00:55:44+00:00,2019-08-05 00:00:00+00:00,True,puberty,114.0
9572,2154.0,10714.0,✌,2019-11-27 00:54:32+00:00,2019-11-15 00:00:00+00:00,True,relationships,12.0
9571,2154.0,10712.0,😅,2019-11-27 00:54:16+00:00,2019-11-15 00:00:00+00:00,True,relationships,12.0
9570,2088.0,10308.0,❤️,2019-11-25 17:14:46+00:00,2019-11-06 00:00:00+00:00,True,bullying,19.0
9569,1191.0,5684.0,✌,2019-11-25 06:49:35+00:00,2019-03-14 00:00:00+00:00,True,puberty,256.0
9568,677.0,3273.0,👀,2019-11-25 06:45:43+00:00,2019-10-13 00:00:00+00:00,True,puberty,43.0
9567,578.0,2831.0,❤️,2019-11-25 06:44:49+00:00,2019-10-19 00:00:00+00:00,True,puberty,37.0
9566,617.0,,❤️,2019-11-25 06:44:40+00:00,2019-10-19 00:00:00+00:00,True,puberty,37.0
9565,1970.0,9768.0,😭,2019-11-24 20:23:44+00:00,2019-10-26 00:00:00+00:00,True,bullying,29.0
9564,2088.0,10312.0,❤️,2019-11-24 20:21:51+00:00,2019-11-06 00:00:00+00:00,True,bullying,18.0
9563,2154.0,10712.0,❤️,2019-11-24 20:19:25+00:00,2019-11-15 00:00:00+00:00,True,relationships,9.0
9562,2154.0,,❤️,2019-11-24 14:19:11+00:00,2019-11-15 00:00:00+00:00,True,relationships,9.0
9561,2154.0,,✌,2019-11-24 14:19:02+00:00,2019-11-15 00:00:00+00:00,True,relationships,9.0
9560,55.0,,✌,2019-11-21 23:22:35+00:00,2017-09-29 00:00:00+00:00,True,puberty,783.0
9559,2154.0,,😅,2019-11-21 23:21:40+00:00,2019-11-15 00:00:00+00:00,True,relationships,6.0
9558,2154.0,10710.0,❤️,2019-11-21 20:49:39+00:00,2019-11-15 00:00:00+00:00,True,relationships,6.0
9557,2153.0,10705.0,✌,2019-11-21 16:04:50+00:00,2019-11-17 00:00:00+00:00,True,bullying,4.0
9556,2153.0,10704.0,✌,2019-11-21 16:04:44+00:00,2019-11-17 00:00:00+00:00,True,bullying,4.0
9555,2153.0,10703.0,✌,2019-11-21 16:04:38+00:00,2019-11-17 00:00:00+00:00,True,bullying,4.0
9554,1972.0,,👀,2019-11-21 14:32:52+00:00,2019-10-26 00:00:00+00:00,True,relationships,26.0
9553,2126.0,,👀,2019-11-21 14:31:32+00:00,2019-11-05 00:00:00+00:00,True,relationships,16.0
9552,627.0,,👀,2019-11-21 07:08:46+00:00,2019-10-16 00:00:00+00:00,True,puberty,36.0
9551,1983.0,,✌,2019-11-21 07:07:17+00:00,2019-10-25 00:00:00+00:00,True,bullying,27.0
9550,2154.0,,✌,2019-11-21 07:06:17+00:00,2019-11-15 00:00:00+00:00,True,relationships,6.0
9549,2153.0,10705.0,❤️,2019-11-20 22:41:22+00:00,2019-11-17 00:00:00+00:00,True,bullying,3.0
9548,2153.0,10704.0,😭,2019-11-20 19:24:34+00:00,2019-11-17 00:00:00+00:00,True,bullying,3.0
9547,2153.0,10703.0,😭,2019-11-20 19:24:22+00:00,2019-11-17 00:00:00+00:00,True,bullying,3.0
9546,2153.0,10707.0,😭,2019-11-20 19:24:18+00:00,2019-11-17 00:00:00+00:00,True,bullying,3.0
9545,2153.0,10703.0,❤️,2019-11-20 19:24:05+00:00,2019-11-17 00:00:00+00:00,True,bullying,3.0
9544,2153.0,10704.0,❤️,2019-11-20 19:24:04+00:00,2019-11-17 00:00:00+00:00,True,bullying,3.0
9543,2088.0,10311.0,👀,2019-11-20 07:49:26+00:00,2019-11-06 00:00:00+00:00,True,bullying,14.0
9542,2088.0,10312.0,😭,2019-11-20 07:49:17+00:00,2019-11-06 00:00:00+00:00,True,bullying,14.0
9541,2088.0,10313.0,✌,2019-11-20 07:49:02+00:00,2019-11-06 00:00:00+00:00,True,bullying,14.0
9540,698.0,3364.0,👀,2019-11-20 07:48:31+00:00,2019-10-10 00:00:00+00:00,True,puberty,41.0
9539,698.0,3362.0,👀,2019-11-20 07:48:25+00:00,2019-10-10 00:00:00+00:00,True,puberty,41.0
9538,2153.0,10703.0,😭,2019-11-20 07:47:41+00:00,2019-11-17 00:00:00+00:00,True,bullying,3.0
9537,2153.0,,👀,2019-11-19 10:03:41+00:00,2019-11-17 00:00:00+00:00,True,bullying,2.0
9536,2154.0,10714.0,👀,2019-11-18 22:10:47+00:00,2019-11-15 00:00:00+00:00,True,relationships,3.0
9535,435.0,,✌,2019-11-17 23:08:12+00:00,2019-09-08 00:00:00+00:00,True,relationships,70.0
9534,435.0,,✌,2019-11-17 23:08:08+00:00,2019-09-08 00:00:00+00:00,True,relationships,70.0
9533,435.0,,✌,2019-11-17 23:08:05+00:00,2019-09-08 00:00:00+00:00,True,relationships,70.0
9532,1976.0,9806.0,❤️,2019-11-17 20:57:31+00:00,2019-10-26 00:00:00+00:00,True,puberty,22.0
9531,437.0,,❤️,2019-11-17 16:29:11+00:00,2019-09-08 00:00:00+00:00,True,relationships,70.0
9530,345.0,1797.0,✌,2019-11-17 16:21:49+00:00,2019-02-11 00:00:00+00:00,True,relationships,279.0
9529,345.0,,✌,2019-11-17 16:21:47+00:00,2019-02-11 00:00:00+00:00,True,relationships,279.0
9528,2088.0,,✌,2019-11-17 16:01:51+00:00,2019-11-06 00:00:00+00:00,True,bullying,11.0
9527,1980.0,9830.0,✌,2019-11-17 09:14:14+00:00,2019-10-25 00:00:00+00:00,True,puberty,23.0
9526,1980.0,9829.0,✌,2019-11-17 09:14:10+00:00,2019-10-25 00:00:00+00:00,True,puberty,23.0
9525,1980.0,9828.0,❤️,2019-11-17 09:14:07+00:00,2019-10-25 00:00:00+00:00,True,puberty,23.0
9524,1980.0,9826.0,✌,2019-11-17 09:14:00+00:00,2019-10-25 00:00:00+00:00,True,puberty,23.0
9523,1980.0,9825.0,✌,2019-11-17 09:13:53+00:00,2019-10-25 00:00:00+00:00,True,puberty,23.0
9522,1981.0,9835.0,✌,2019-11-17 09:12:26+00:00,2019-10-25 00:00:00+00:00,True,bullying,23.0
9521,1981.0,9833.0,😭,2019-11-17 09:12:12+00:00,2019-10-25 00:00:00+00:00,True,bullying,23.0
9520,1981.0,9832.0,😭,2019-11-17 09:11:55+00:00,2019-10-25 00:00:00+00:00,True,bullying,23.0
9519,1981.0,9831.0,❤️,2019-11-17 09:11:44+00:00,2019-10-25 00:00:00+00:00,True,bullying,23.0
9518,1976.0,,❤️,2019-11-17 09:00:35+00:00,2019-10-26 00:00:00+00:00,True,puberty,22.0
9517,2153.0,,👀,2019-11-17 07:00:47+00:00,2019-11-17 00:00:00+00:00,True,bullying,0.0
9516,2153.0,,❤️,2019-11-17 07:00:45+00:00,2019-11-17 00:00:00+00:00,True,bullying,0.0
9515,1712.0,8413.0,❤️,2019-11-16 14:21:42+00:00,2019-07-31 00:00:00+00:00,True,puberty,108.0
9514,1712.0,8413.0,😭,2019-11-16 14:21:34+00:00,2019-07-31 00:00:00+00:00,True,puberty,108.0
9513,2154.0,,❤️,2019-11-15 19:27:17+00:00,2019-11-15 00:00:00+00:00,True,relationships,0.0
9512,1976.0,9805.0,❤️,2019-11-13 17:18:09+00:00,2019-10-26 00:00:00+00:00,True,puberty,18.0
9511,1972.0,9778.0,👀,2019-11-13 17:17:44+00:00,2019-10-26 00:00:00+00:00,True,relationships,18.0
9510,338.0,1756.0,✌,2019-11-12 13:54:04+00:00,2019-09-24 00:00:00+00:00,True,bullying,49.0
9509,338.0,1753.0,❤️,2019-11-12 13:53:59+00:00,2019-09-24 00:00:00+00:00,True,bullying,49.0
9508,631.0,2973.0,❤️,2019-11-12 13:53:49+00:00,2019-10-15 00:00:00+00:00,True,puberty,28.0
9507,631.0,2974.0,😅,2019-11-12 13:53:32+00:00,2019-10-15 00:00:00+00:00,True,puberty,28.0
9506,624.0,2934.0,✌,2019-11-12 13:53:13+00:00,2019-10-17 00:00:00+00:00,True,relationships,26.0
9505,1976.0,,❤️,2019-11-11 15:01:14+00:00,2019-10-26 00:00:00+00:00,True,puberty,16.0
9504,2126.0,,😭,2019-11-11 15:00:41+00:00,2019-11-05 00:00:00+00:00,True,relationships,6.0
9503,2126.0,,😭,2019-11-11 15:00:35+00:00,2019-11-05 00:00:00+00:00,True,relationships,6.0
9502,1980.0,9828.0,❤️,2019-11-11 05:10:26+00:00,2019-10-25 00:00:00+00:00,True,puberty,17.0
9501,1980.0,9829.0,❤️,2019-11-11 05:10:15+00:00,2019-10-25 00:00:00+00:00,True,puberty,17.0
9500,1976.0,9806.0,❤️,2019-11-11 05:09:38+00:00,2019-10-26 00:00:00+00:00,True,puberty,16.0
9499,2088.0,10309.0,❤️,2019-11-11 00:51:24+00:00,2019-11-06 00:00:00+00:00,True,bullying,5.0
9498,628.0,,✌,2019-11-10 19:20:37+00:00,2019-10-16 00:00:00+00:00,True,bullying,25.0
9497,1976.0,,❤️,2019-11-10 00:05:22+00:00,2019-10-26 00:00:00+00:00,True,puberty,15.0
9496,2126.0,10542.0,❤️,2019-11-10 00:03:04+00:00,2019-11-05 00:00:00+00:00,True,relationships,5.0
9495,2126.0,10541.0,❤️,2019-11-10 00:02:52+00:00,2019-11-05 00:00:00+00:00,True,relationships,5.0
9494,2126.0,10540.0,😭,2019-11-10 00:02:37+00:00,2019-11-05 00:00:00+00:00,True,relationships,5.0
9493,2126.0,10539.0,😭,2019-11-10 00:02:29+00:00,2019-11-05 00:00:00+00:00,True,relationships,5.0
